"","PlayerId","SystemConfiguration","NumberOfGoals","NumberOfOperatorsPreCompilation","NumberOfPredicatesPreCompilation","NumberOfOperatorsPostCompilation","NumberOfPredicatesPostCompilation","NumberOfObservationsInput","NumberOfPlayerActionsTaken","Runtime","PlanRecognitionPrecision","PlanRecognitionRecall","PlanRecognitionF1Score","PlanRecognitionLevenshteinDistance","GoalRecognitionPrecision","GoalRecognitionRecall","GoalRecognitionF1Score","GoalRecognitionLevenshteinDistance","IndexterCalculationTime"
"59",-1236709656," windowed",26,14,15,662,718,7,59,384.512,0.0294117647058824,0.0102040816326531,0.0151515151515152,325,-1,0,0,21,0
"60",-1236709656," windowed",26,14,15,662,718,7,60,1069.554,0.184210526315789,0.0714285714285714,0.102941176470588,315,-1,0,0,21,0
"61",-1236709656," windowed",26,14,15,662,718,7,61,461.554,0.179487179487179,0.0714285714285714,0.102189781021898,311,-1,0,0,21,0
"62",-1236709656," windowed",26,14,15,662,718,7,62,1729.169,0.161290322580645,0.102040816326531,0.125,269,-1,0,0,21,0
"63",-1236709656," windowed",26,14,15,662,718,7,63,2023.509,0.136363636363636,0.0918367346938776,0.109756097560976,268,-1,0,0,21,0
"64",-1236709656," windowed",26,14,15,662,718,7,64,2025.15,0.161764705882353,0.112244897959184,0.132530120481928,266,-1,0,0,21,0
"65",-1236709656," windowed",26,14,15,662,718,7,65,2634.344,0.171875,0.112244897959184,0.135802469135802,260,-1,0,0,21,0
"66",-1236709656," windowed",26,14,15,662,718,7,66,2424.152,0.0833333333333333,0.0510204081632653,0.0632911392405063,264,-1,0,0,21,0
"67",-1236709656," windowed",26,14,15,662,718,7,67,2634.017,0.0833333333333333,0.0510204081632653,0.0632911392405063,264,-1,0,0,21,0
"68",-1236709656," windowed",26,14,15,662,718,7,68,468.853,0.159090909090909,0.0714285714285714,0.0985915492957746,296,-1,0,0,21,0
"69",-1236709656," windowed",26,14,15,662,718,7,69,454.13,0.0625,0.0306122448979592,0.0410958904109589,273,-1,0,0,21,0
"70",-1236709656," windowed",26,14,15,662,718,7,70,481.427,0.152173913043478,0.0714285714285714,0.0972222222222222,315,-1,0,0,21,0
